Date,Winning Numbers
9/5/2014,17  11
9/5/2014,15  15
9/5/2014,06  17
9/5/2014,17  24
9/5/2014,35  15
9/4/2014,07  06
9/4/2014,18  19
9/4/2014,06  28
9/4/2014,29  25
9/4/2014,28  23
9/3/2014,35  26
9/3/2014,05  34
9/3/2014,17  23
9/3/2014,34  15
9/3/2014,19  06
9/2/2014,23  10
9/2/2014,10  36
9/2/2014,26  22
9/2/2014,09  11
9/2/2014,35  08
9/1/2014,25  28
9/1/2014,13  17
9/1/2014,29  08
9/1/2014,21  28
9/1/2014,25  16
8/31/2014,26  05
8/31/2014,07  25
8/31/2014,20  32
8/31/2014,35  20
8/31/2014,02  20
8/30/2014,07  12
8/30/2014,16  34
8/30/2014,04  30
8/30/2014,33  09
8/30/2014,16  11
8/29/2014,11  22
8/29/2014,17  11
8/29/2014,03  27
8/29/2014,09  20
8/29/2014,26  15
8/28/2014,31  01
8/28/2014,04  07
8/28/2014,16  03
8/28/2014,05  32
8/28/2014,20  31
8/27/2014,27  34
8/27/2014,22  09
8/27/2014,33  34
8/27/2014,21  10
8/27/2014,13  31
8/26/2014,17  21
8/26/2014,18  02
8/26/2014,28  16
8/26/2014,34  14
8/26/2014,13  25
8/25/2014,18  27
8/25/2014,31  20
8/25/2014,29  08
8/25/2014,01  36
8/25/2014,21  08
8/24/2014,36  27
8/24/2014,09  33
8/24/2014,28  24
8/24/2014,20  09
8/24/2014,16  10
8/23/2014,09  03
8/23/2014,02  12
8/23/2014,25  32
8/23/2014,04  17
8/23/2014,30  14
8/22/2014,24  26
8/22/2014,06  20
8/22/2014,32  28
8/22/2014,34  21
8/22/2014,26  09
8/21/2014,09  27
8/21/2014,22  01
8/21/2014,16  19
8/21/2014,08  26
8/21/2014,26  20
8/20/2014,06  16
8/20/2014,34  06
8/20/2014,24  16
8/20/2014,04  30
8/20/2014,03  23
8/19/2014,06  35
8/19/2014,17  26
8/19/2014,19  26
8/19/2014,26  13
8/19/2014,07  24
8/18/2014,04  01
8/18/2014,01  12
8/18/2014,19  32
8/18/2014,21  25
8/18/2014,07  07
8/17/2014,03  28
8/17/2014,07  32
8/17/2014,24  24
8/17/2014,25  24
8/17/2014,03  10
8/16/2014,02  30
8/16/2014,21  11
8/16/2014,30  23
8/16/2014,11  14
8/16/2014,17  13
8/15/2014,14  30
8/15/2014,35  29
8/15/2014,08  21
8/15/2014,29  18
8/15/2014,18  27
8/14/2014,08  14
8/14/2014,14  15
8/14/2014,36  21
8/14/2014,28  35
8/14/2014,12  31
8/13/2014,28  19
8/13/2014,10  10
8/13/2014,05  04
8/13/2014,07  10
8/13/2014,24  35
8/12/2014,11  15
8/12/2014,23  02
8/12/2014,18  26
8/12/2014,18  29
8/12/2014,24  12
8/11/2014,15  08
8/11/2014,26  11
8/11/2014,25  23
8/11/2014,34  28
8/11/2014,32  02
8/10/2014,08  12
8/10/2014,06  18
8/10/2014,01  36
8/10/2014,16  16
8/10/2014,01  04
8/9/2014,05  10
8/9/2014,30  06
8/9/2014,30  36
8/9/2014,03  15
8/9/2014,33  36
8/8/2014,31  17
8/8/2014,06  17
8/8/2014,25  10
8/8/2014,26  35
8/8/2014,33  18
8/7/2014,34  14
8/7/2014,03  15
8/7/2014,07  13
8/7/2014,21  20
8/7/2014,14  27
8/6/2014,31  02
8/6/2014,30  31
8/6/2014,03  15
8/6/2014,04  01
8/6/2014,07  29
8/5/2014,07  21
8/5/2014,12  04
8/5/2014,16  22
8/5/2014,35  20
8/5/2014,30  22
8/4/2014,25  03
8/4/2014,13  04
8/4/2014,33  04
8/4/2014,17  25
8/4/2014,17  10
8/3/2014,31  04
8/3/2014,12  14
8/3/2014,11  30
8/3/2014,36  19
8/3/2014,32  34
8/2/2014,35  15
8/2/2014,31  13
8/2/2014,11  32
8/2/2014,06  11
8/2/2014,04  03
8/1/2014,20  22
8/1/2014,15  03
8/1/2014,26  25
8/1/2014,06  32
8/1/2014,31  29
7/31/2014,30  32
7/31/2014,31  32
7/31/2014,07  11
7/31/2014,07  14
7/31/2014,13  16
7/30/2014,08  06
7/30/2014,07  11
7/30/2014,31  33
7/30/2014,21  03
7/30/2014,08  35
7/29/2014,12  28
7/29/2014,06  14
7/29/2014,19  29
7/29/2014,21  26
7/29/2014,33  18
7/28/2014,06  29
7/28/2014,35  21
7/28/2014,36  29
7/28/2014,16  02
7/28/2014,10  21
7/27/2014,33  24
7/27/2014,03  25
7/27/2014,11  16
7/27/2014,34  05
7/27/2014,16  34
7/26/2014,20  29
7/26/2014,03  20
7/26/2014,35  06
7/26/2014,13  07
7/26/2014,11  03
7/25/2014,14  11
7/25/2014,02  35
7/25/2014,25  10
7/25/2014,28  14
7/25/2014,31  24
7/24/2014,21  22
7/24/2014,01  27
7/24/2014,24  23
7/24/2014,13  28
7/24/2014,09  14
7/23/2014,24  07
7/23/2014,04  03
7/23/2014,35  14
7/23/2014,16  23
7/23/2014,33  15
7/22/2014,18  23
7/22/2014,30  14
7/22/2014,16  35
7/22/2014,03  31
7/22/2014,06  09
7/21/2014,01  09
7/21/2014,10  25
7/21/2014,27  08
7/21/2014,07  04
7/21/2014,03  24
7/20/2014,08  27
7/20/2014,16  27
7/20/2014,23  08
7/20/2014,14  22
7/20/2014,17  29
7/19/2014,20  02
7/19/2014,11  03
7/19/2014,27  22
7/19/2014,35  13
7/19/2014,30  14
7/18/2014,11  12
7/18/2014,16  29
7/18/2014,02  29
7/18/2014,32  09
7/18/2014,13  32
7/17/2014,23  10
7/17/2014,24  32
7/17/2014,31  09
7/17/2014,05  31
7/17/2014,24  12
7/16/2014,18  11
7/16/2014,04  02
7/16/2014,14  18
7/16/2014,25  21
7/16/2014,29  11
7/15/2014,27  24
7/15/2014,27  25
7/15/2014,34  02
7/15/2014,17  06
7/15/2014,06  02
7/14/2014,24  04
7/14/2014,09  30
7/14/2014,32  20
7/14/2014,05  03
7/14/2014,10  13
7/13/2014,35  26
7/13/2014,18  08
7/13/2014,19  17
7/13/2014,33  24
7/13/2014,35  09
7/12/2014,16  21
7/12/2014,31  20
7/12/2014,14  24
7/12/2014,35  22
7/12/2014,09  34
7/11/2014,04  01
7/11/2014,18  12
7/11/2014,08  05
7/11/2014,15  17
7/11/2014,13  24
7/10/2014,29  29
7/10/2014,23  19
7/10/2014,14  20
7/10/2014,35  11
7/10/2014,17  11
7/9/2014,30  26
7/9/2014,33  34
7/9/2014,01  07
7/9/2014,25  17
7/9/2014,08  06
7/8/2014,08  11
7/8/2014,32  14
7/8/2014,03  16
7/8/2014,17  12
7/8/2014,27  02
7/7/2014,19  04
7/7/2014,27  28
7/7/2014,35  29
7/7/2014,13  21
7/7/2014,28  04
7/6/2014,09  10
7/6/2014,01  35
7/6/2014,36  26
7/6/2014,17  19
7/6/2014,33  04
7/5/2014,26  11
7/5/2014,15  36
7/5/2014,17  10
7/5/2014,02  26
7/5/2014,03  27
7/4/2014,34  22
7/4/2014,27  26
7/4/2014,02  04
7/4/2014,35  09
7/4/2014,08  07
7/3/2014,06  05
7/3/2014,07  32
7/3/2014,22  16
7/3/2014,29  09
7/3/2014,14  24
7/2/2014,13  22
7/2/2014,31  25
7/2/2014,01  13
7/2/2014,33  03
7/2/2014,04  15
7/1/2014,25  19
7/1/2014,22  26
7/1/2014,05  25
7/1/2014,33  16
7/1/2014,10  31
6/30/2014,10  14
6/30/2014,19  23
6/30/2014,07  06
6/30/2014,26  09
6/30/2014,17  15
6/29/2014,18  32
6/29/2014,22  14
6/29/2014,13  05
6/29/2014,03  14
6/29/2014,19  22
6/28/2014,13  24
6/28/2014,10  09
6/28/2014,35  12
6/28/2014,30  02
6/28/2014,13  06
6/27/2014,25  22
6/27/2014,29  08
6/27/2014,23  21
6/27/2014,20  15
6/27/2014,20  17
6/26/2014,34  33
6/26/2014,29  35
6/26/2014,08  26
6/26/2014,29  21
6/26/2014,09  02
6/25/2014,14  36
6/25/2014,03  35
6/25/2014,21  18
6/25/2014,17  24
6/25/2014,06  19
6/24/2014,18  13
6/24/2014,23  04
6/24/2014,25  06
6/24/2014,29  22
6/24/2014,18  21
6/23/2014,19  26
6/23/2014,10  04
6/23/2014,04  24
6/23/2014,22  13
6/23/2014,25  14
6/22/2014,30  17
6/22/2014,04  14
6/22/2014,35  35
6/22/2014,29  11
6/22/2014,07  19
6/21/2014,33  06
6/21/2014,31  31
6/21/2014,26  02
6/21/2014,03  10
6/21/2014,30  36
6/20/2014,20  28
6/20/2014,26  24
6/20/2014,04  04
6/20/2014,04  14
6/20/2014,03  02
6/19/2014,16  15
6/19/2014,01  30
6/19/2014,22  17
6/19/2014,35  20
6/19/2014,31  23
6/18/2014,22  22
6/18/2014,22  05
6/18/2014,07  09
6/18/2014,16  11
6/18/2014,33  08
6/17/2014,01  27
6/17/2014,01  23
6/17/2014,09  30
6/17/2014,19  30
6/17/2014,26  35
6/16/2014,03  29
6/16/2014,30  01
6/16/2014,02  32
6/16/2014,33  29
6/16/2014,17  01
6/15/2014,09  23
6/15/2014,16  15
6/15/2014,13  07
6/15/2014,28  29
6/15/2014,31  32
6/14/2014,31  11
6/14/2014,16  31
6/14/2014,03  02
6/14/2014,12  25
6/14/2014,24  06
6/13/2014,14  15
6/13/2014,36  34
6/13/2014,14  31
6/13/2014,06  17
6/13/2014,33  12
6/12/2014,13  28
6/12/2014,08  24
6/12/2014,01  04
6/12/2014,21  25
6/12/2014,28  11
6/11/2014,15  23
6/11/2014,09  14
6/11/2014,35  29
6/11/2014,15  24
6/11/2014,03  33
6/10/2014,22  17
6/10/2014,09  17
6/10/2014,33  20
6/10/2014,14  05
6/10/2014,09  33
6/9/2014,21  23
6/9/2014,06  26
6/9/2014,29  28
6/9/2014,01  03
6/9/2014,31  33
6/8/2014,23  26
6/8/2014,36  35
6/8/2014,05  16
6/8/2014,13  12
6/8/2014,30  14
6/7/2014,35  17
6/7/2014,21  10
6/7/2014,11  17
6/7/2014,24  04
6/7/2014,22  32
6/6/2014,16  24
6/6/2014,31  12
6/6/2014,29  36
6/6/2014,34  34
6/6/2014,06  02
6/5/2014,35  20
6/5/2014,22  26
6/5/2014,12  35
6/5/2014,26  09
6/5/2014,30  22
6/4/2014,29  31
6/4/2014,10  19
6/4/2014,25  23
6/4/2014,17  26
6/4/2014,10  14
6/3/2014,23  23
6/3/2014,19  26
6/3/2014,28  20
6/3/2014,26  19
6/3/2014,06  05
6/2/2014,26  15
6/2/2014,30  28
6/2/2014,10  15
6/2/2014,27  31
6/2/2014,08  01
6/1/2014,16  17
6/1/2014,12  01
6/1/2014,35  19
6/1/2014,12  32
6/1/2014,27  11
5/31/2014,36  25
5/31/2014,05  31
5/31/2014,28  15
5/31/2014,25  03
5/31/2014,28  36
5/30/2014,30  09
5/30/2014,07  09
5/30/2014,16  20
5/30/2014,33  22
5/30/2014,29  27
5/29/2014,21  08
5/29/2014,11  05
5/29/2014,35  06
5/29/2014,01  12
5/29/2014,34  33
5/28/2014,28  20
5/28/2014,01  26
5/28/2014,13  13
5/28/2014,34  24
5/28/2014,17  28
5/27/2014,02  07
5/27/2014,31  24
5/27/2014,23  15
5/27/2014,28  11
5/27/2014,28  32
5/26/2014,29  36
5/26/2014,09  03
5/26/2014,09  26
5/26/2014,28  35
5/26/2014,30  29
5/25/2014,32  32
5/25/2014,28  12
5/25/2014,20  23
5/25/2014,31  33
5/25/2014,12  31
5/24/2014,21  07
5/24/2014,13  33
5/24/2014,08  14
5/24/2014,11  19
5/23/2014,26  07
5/23/2014,25  18
5/23/2014,33  30
5/23/2014,23  08
5/22/2014,05  01
5/22/2014,21  32
5/22/2014,15  09
5/22/2014,11  20
5/21/2014,06  25
5/21/2014,21  09
5/21/2014,19  29
5/21/2014,07  03
5/20/2014,29  18
5/20/2014,27  31
5/20/2014,12  17
5/20/2014,20  23
5/19/2014,07  06
5/19/2014,29  18
5/19/2014,33  14
5/19/2014,15  10
5/18/2014,26  24
5/18/2014,22  02
5/18/2014,25  26
5/18/2014,07  23
5/17/2014,30  19
5/17/2014,33  34
5/17/2014,25  09
5/17/2014,34  23
5/16/2014,26  18
5/16/2014,23  07
5/16/2014,01  34
5/16/2014,36  26
5/15/2014,10  21
5/15/2014,18  15
5/15/2014,32  08
5/15/2014,35  25
5/14/2014,31  26
5/14/2014,07  09
5/14/2014,22  07
5/14/2014,27  22
5/13/2014,35  04
5/13/2014,31  24
5/13/2014,16  11
5/13/2014,23  29
5/12/2014,32  27
5/12/2014,04  22
5/12/2014,12  27
5/12/2014,23  18
5/11/2014,10  04
5/11/2014,28  22
5/11/2014,08  31
5/11/2014,13  36
5/10/2014,18  24
5/10/2014,16  03
5/10/2014,22  19
5/10/2014,33  26
5/9/2014,23  03
5/9/2014,26  15
5/9/2014,21  19
5/9/2014,27  11
5/8/2014,31  30
5/8/2014,04  07
5/8/2014,16  30
5/8/2014,36  23
5/7/2014,14  34
5/7/2014,21  35
5/7/2014,09  28
5/7/2014,31  06
5/6/2014,11  12
5/6/2014,11  04
5/6/2014,17  24
5/6/2014,34  26
5/5/2014,27  25
5/5/2014,15  14
5/5/2014,26  30
5/5/2014,31  07
5/4/2014,23  15
5/4/2014,19  34
5/4/2014,01  07
5/4/2014,22  12
5/3/2014,31  29
5/3/2014,33  30
5/3/2014,22  34
5/3/2014,08  26
5/2/2014,36  23
5/2/2014,21  14
5/2/2014,32  33
5/2/2014,35  28
5/1/2014,12  09
5/1/2014,24  34
5/1/2014,01  10
5/1/2014,09  33
4/30/2014,34  20
4/30/2014,31  03
4/30/2014,21  20
4/30/2014,34  34
4/29/2014,02  05
4/29/2014,35  32
4/29/2014,06  11
4/29/2014,01  12
4/28/2014,14  30
4/28/2014,35  13
4/28/2014,28  21
4/28/2014,08  11
4/27/2014,10  02
4/27/2014,14  17
4/27/2014,12  04
4/27/2014,29  14
4/26/2014,14  32
4/26/2014,26  15
4/26/2014,21  14
4/26/2014,14  16
4/25/2014,06  06
4/25/2014,30  12
4/25/2014,20  09
4/25/2014,34  30
4/24/2014,28  29
4/24/2014,31  04
4/24/2014,04  34
4/24/2014,13  04
4/23/2014,24  30
4/23/2014,17  35
4/23/2014,18  23
4/23/2014,14  24
4/22/2014,36  16
4/22/2014,29  17
4/22/2014,17  06
4/22/2014,15  08
4/21/2014,35  29
4/21/2014,15  34
4/21/2014,26  17
4/21/2014,17  16
4/20/2014,31  19
4/20/2014,26  15
4/20/2014,07  05
4/20/2014,31  27
4/19/2014,04  23
4/19/2014,36  20
4/19/2014,18  26
4/19/2014,17  02
4/17/2014,24  19
4/17/2014,06  32
4/17/2014,23  22
4/17/2014,10  23
4/16/2014,22  18
4/16/2014,35  22
4/16/2014,14  24
4/16/2014,05  24
4/15/2014,09  10
4/15/2014,21  05
4/15/2014,15  02
4/15/2014,21  30
4/14/2014,23  25
4/14/2014,01  33
4/14/2014,03  01
4/14/2014,11  30
4/13/2014,30  33
4/13/2014,03  12
4/13/2014,19  18
4/13/2014,09  13
4/12/2014,35  16
4/12/2014,01  05
4/12/2014,05  21
4/12/2014,33  09
4/11/2014,09  25
4/11/2014,32  19
4/11/2014,21  36
4/11/2014,06  24
4/10/2014,21  22
4/10/2014,02  18
4/10/2014,19  12
4/10/2014,27  28
4/9/2014,13  35
4/9/2014,19  08
4/9/2014,11  16
4/9/2014,27  23
4/8/2014,36  24
4/8/2014,13  29
4/8/2014,36  09
4/8/2014,08  31
4/7/2014,36  16
4/7/2014,33  15
4/7/2014,15  34
4/7/2014,03  03
4/6/2014,24  29
4/6/2014,21  27
4/6/2014,06  17
4/6/2014,21  06
4/5/2014,26  17
4/5/2014,36  11
4/5/2014,15  27
4/5/2014,18  31
4/4/2014,30  22
4/4/2014,13  26
4/4/2014,34  22
4/4/2014,20  28
4/3/2014,22  14
4/3/2014,27  07
4/3/2014,15  15
4/3/2014,05  36
4/2/2014,07  29
4/2/2014,09  12
4/2/2014,32  32
4/2/2014,36  09
4/1/2014,26  01
4/1/2014,06  14
4/1/2014,22  08
4/1/2014,23  19
3/31/2014,15  36
3/31/2014,10  11
3/31/2014,12  30
3/31/2014,14  10
3/30/2014,15  05
3/30/2014,17  23
3/30/2014,14  29
3/30/2014,21  13
3/29/2014,35  11
3/29/2014,28  36
3/29/2014,26  17
3/29/2014,02  03
3/28/2014,26  15
3/28/2014,35  24
3/28/2014,18  03
3/28/2014,32  23
3/27/2014,26  09
3/27/2014,29  32
3/27/2014,28  31
3/27/2014,16  28
3/26/2014,03  20
3/26/2014,20  30
3/26/2014,13  12
3/26/2014,35  36
3/25/2014,01  35
3/25/2014,19  15
3/25/2014,14  33
3/25/2014,25  07
3/24/2014,14  16
3/24/2014,22  30
3/24/2014,36  04
3/24/2014,29  36
3/23/2014,16  36
3/23/2014,25  25
3/23/2014,24  23
3/23/2014,25  13
3/22/2014,20  16
3/22/2014,27  11
3/22/2014,20  33
3/22/2014,17  02
3/21/2014,33  36
3/21/2014,33  16
3/21/2014,19  20
3/21/2014,04  01
3/20/2014,29  04
3/20/2014,11  10
3/20/2014,03  30
3/20/2014,30  33
3/19/2014,09  12
3/19/2014,10  14
3/19/2014,01  13
3/19/2014,32  33
3/18/2014,07  29
3/18/2014,27  31
3/18/2014,27  35
3/18/2014,13  27
3/17/2014,17  32
3/17/2014,28  21
3/17/2014,10  33
3/17/2014,23  08
3/16/2014,29  12
3/16/2014,31  34
3/16/2014,17  06
3/16/2014,21  24
3/15/2014,29  14
3/15/2014,35  29
3/15/2014,34  21
3/15/2014,27  13
3/14/2014,33  03
3/14/2014,33  33
3/14/2014,18  04
3/14/2014,20  24
3/13/2014,11  04
3/13/2014,16  16
3/13/2014,27  34
3/13/2014,13  14
3/12/2014,26  25
3/12/2014,06  36
3/12/2014,11  10
3/12/2014,01  17
3/11/2014,03  25
3/11/2014,30  17
3/11/2014,16  20
3/11/2014,33  34
3/10/2014,11  33
3/10/2014,28  18
3/10/2014,36  32
3/10/2014,28  23
3/9/2014,08  28
3/9/2014,06  31
3/9/2014,25  29
3/9/2014,16  33
3/8/2014,19  28
3/8/2014,29  16
3/8/2014,30  13
3/8/2014,04  02
3/7/2014,27  12
3/7/2014,24  30
3/7/2014,33  29
3/7/2014,04  32
3/6/2014,24  18
3/6/2014,09  26
3/6/2014,17  19
3/6/2014,24  21
3/5/2014,10  36
3/5/2014,05  27
3/5/2014,21  32
3/5/2014,27  18
3/4/2014,09  16
3/4/2014,30  32
3/4/2014,31  11
3/4/2014,36  02
3/3/2014,28  11
3/3/2014,14  26
3/3/2014,06  01
3/3/2014,20  18
3/2/2014,28  13
3/2/2014,23  26
3/2/2014,09  07
3/2/2014,30  06
3/1/2014,17  10
3/1/2014,32  20
3/1/2014,13  09
3/1/2014,12  14
2/28/2014,25  13
2/28/2014,26  08
2/28/2014,34  23
2/28/2014,20  09
2/27/2014,16  27
2/27/2014,21  21
2/27/2014,35  21
2/27/2014,16  18
2/26/2014,31  17
2/26/2014,01  05
2/26/2014,11  35
2/26/2014,05  10
2/25/2014,14  11
2/25/2014,10  09
2/25/2014,21  23
2/25/2014,02  04
2/24/2014,22  04
2/24/2014,30  14
2/24/2014,30  13
2/24/2014,11  25
2/23/2014,34  01
2/23/2014,23  20
2/23/2014,34  31
2/23/2014,32  01
2/22/2014,30  34
2/22/2014,01  06
2/22/2014,19  30
2/22/2014,08  04
2/21/2014,19  11
2/21/2014,24  35
2/21/2014,05  35
2/21/2014,29  31
2/20/2014,36  10
2/20/2014,26  20
2/20/2014,09  22
2/20/2014,11  31
2/19/2014,31  26
2/19/2014,18  01
2/19/2014,03  29
2/19/2014,23  34
2/18/2014,36  21
2/18/2014,34  06
2/18/2014,22  33
2/18/2014,35  28
2/17/2014,23  02
2/17/2014,25  34
2/17/2014,36  26
2/17/2014,04  08
2/16/2014,21  02
2/16/2014,21  33
2/16/2014,05  23
2/16/2014,11  09
2/15/2014,04  15
2/15/2014,10  05
2/15/2014,21  01
2/15/2014,35  28
2/14/2014,25  06
2/14/2014,06  23
2/14/2014,19  05
2/14/2014,16  06
2/13/2014,06  06
2/13/2014,19  06
2/13/2014,20  07
2/13/2014,07  30
2/12/2014,15  29
2/12/2014,13  05
2/12/2014,11  15
2/12/2014,18  16
2/11/2014,12  06
2/11/2014,10  27
2/11/2014,32  07
2/11/2014,22  14
2/10/2014,35  18
2/10/2014,08  15
2/10/2014,35  16
2/10/2014,27  28
2/9/2014,14  34
2/9/2014,19  07
2/9/2014,24  32
2/9/2014,26  12
2/8/2014,25  09
2/8/2014,03  24
2/8/2014,02  28
2/8/2014,19  36
2/7/2014,20  08
2/7/2014,24  18
2/7/2014,08  12
2/7/2014,22  01
2/6/2014,35  14
2/6/2014,02  27
2/6/2014,01  25
2/6/2014,16  06
2/5/2014,10  20
2/5/2014,08  03
2/5/2014,05  07
2/5/2014,14  20
2/4/2014,35  24
2/4/2014,16  01
2/4/2014,04  28
2/4/2014,34  34
2/3/2014,10  21
2/3/2014,12  30
2/3/2014,15  27
2/3/2014,22  06
2/2/2014,01  02
2/2/2014,04  11
2/2/2014,22  10
2/2/2014,05  19
2/1/2014,33  16
2/1/2014,24  33
2/1/2014,14  26
2/1/2014,30  28
1/31/2014,15  14
1/31/2014,22  21
1/31/2014,17  21
1/31/2014,08  27
1/30/2014,31  30
1/30/2014,07  06
1/30/2014,05  30
1/30/2014,23  10
1/29/2014,11  23
1/29/2014,17  19
1/29/2014,03  09
1/29/2014,09  33
1/28/2014,25  27
1/28/2014,34  08
1/28/2014,02  27
1/28/2014,26  07
1/27/2014,16  21
1/27/2014,04  11
1/27/2014,23  32
1/27/2014,18  32
1/26/2014,01  02
1/26/2014,25  02
1/26/2014,34  22
1/26/2014,34  33
1/25/2014,18  24
1/25/2014,21  31
1/25/2014,12  34
1/25/2014,18  31
1/24/2014,15  13
1/24/2014,26  06
1/24/2014,22  06
1/24/2014,01  33
1/23/2014,17  17
1/23/2014,11  03
1/23/2014,30  33
1/23/2014,10  08
1/22/2014,21  29
1/22/2014,36  18
1/22/2014,14  23
1/22/2014,25  11
1/21/2014,13  02
1/21/2014,23  14
1/21/2014,24  18
1/21/2014,28  17
1/20/2014,25  34
1/20/2014,22  04
1/20/2014,31  22
1/20/2014,34  03
1/19/2014,09  13
1/19/2014,16  08
1/19/2014,13  20
1/19/2014,04  18
1/18/2014,27  23
1/18/2014,35  24
1/18/2014,12  30
1/18/2014,28  35
1/17/2014,04  21
1/17/2014,10  04
1/17/2014,29  08
1/17/2014,29  35
1/16/2014,35  35
1/16/2014,05  02
1/16/2014,01  16
1/16/2014,03  02
1/15/2014,04  19
1/15/2014,29  03
1/15/2014,05  26
1/15/2014,26  20
1/14/2014,33  03
1/14/2014,20  31
1/14/2014,23  29
1/14/2014,20  36
1/13/2014,29  28
1/13/2014,01  05
1/13/2014,26  10
1/13/2014,18  25
1/12/2014,09  31
1/12/2014,33  36
1/12/2014,02  17
1/12/2014,05  32
1/11/2014,21  07
1/11/2014,32  11
1/11/2014,31  22
1/11/2014,11  11
1/10/2014,14  28
1/10/2014,08  17
1/10/2014,08  09
1/10/2014,03  33
1/9/2014,20  17
1/9/2014,31  02
1/9/2014,23  13
1/9/2014,35  36
1/8/2014,03  04
1/8/2014,29  08
1/8/2014,08  06
1/8/2014,18  29
1/7/2014,15  18
1/7/2014,25  15
1/7/2014,05  22
1/7/2014,31  18
1/6/2014,19  03
1/6/2014,27  27
1/6/2014,23  11
1/6/2014,15  26
1/5/2014,06  20
1/5/2014,11  34
1/5/2014,19  19
1/5/2014,27  04
1/4/2014,31  16
1/4/2014,21  20
1/4/2014,22  03
1/4/2014,13  10
1/3/2014,35  32
1/3/2014,09  14
1/3/2014,23  09
1/3/2014,11  21
1/2/2014,26  24
1/2/2014,32  16
1/2/2014,01  03
1/2/2014,05  23
1/1/2014,09  24
1/1/2014,16  30
1/1/2014,15  32
1/1/2014,36  08
12/31/2013,34  09
12/31/2013,03  06
12/31/2013,09  32
12/31/2013,18  22
12/30/2013,31  29
12/30/2013,22  07
12/30/2013,07  05
12/30/2013,01  25
12/29/2013,05  25
12/29/2013,13  10
12/29/2013,33  30
12/29/2013,04  03
12/28/2013,33  35
12/28/2013,04  30
12/28/2013,22  16
12/28/2013,04  09
12/27/2013,34  36
12/27/2013,25  01
12/27/2013,36  22
12/27/2013,14  33
12/26/2013,16  24
12/26/2013,15  25
12/26/2013,23  21
12/26/2013,05  11
12/24/2013,33  04
12/24/2013,36  24
12/24/2013,10  34
12/24/2013,16  27
12/23/2013,14  05
12/23/2013,25  34
12/23/2013,36  10
12/23/2013,21  17
12/22/2013,26  03
12/22/2013,03  01
12/22/2013,10  15
12/22/2013,26  05
12/21/2013,08  34
12/21/2013,09  23
12/21/2013,36  04
12/21/2013,11  03
12/20/2013,16  28
12/20/2013,03  08
12/20/2013,26  09
12/20/2013,05  10
12/19/2013,25  24
12/19/2013,33  36
12/19/2013,23  09
12/18/2013,25  29
12/18/2013,34  06
12/18/2013,26  14
12/18/2013,03  08
12/17/2013,17  32
12/17/2013,17  33
12/17/2013,34  34
12/17/2013,21  16
12/16/2013,33  01
12/16/2013,26  11
12/16/2013,33  24
12/16/2013,25  08
12/15/2013,27  14
12/15/2013,07  28
12/15/2013,26  08
12/15/2013,11  10
12/14/2013,17  09
12/14/2013,21  09
12/14/2013,15  04
12/14/2013,18  05
12/13/2013,27  13
12/13/2013,02  26
12/13/2013,06  17
12/13/2013,32  27
12/12/2013,03  09
12/12/2013,16  13
12/12/2013,16  35
12/12/2013,11  01
12/11/2013,05  35
12/11/2013,36  02
12/11/2013,34  36
12/11/2013,33  09
12/10/2013,13  10
12/10/2013,15  26
12/10/2013,07  25
12/10/2013,05  07
12/9/2013,29  28
12/9/2013,06  25
12/9/2013,26  17
12/9/2013,30  20
12/8/2013,25  18
12/8/2013,07  14
12/8/2013,25  29
12/8/2013,34  19
12/7/2013,36  02
12/7/2013,16  36
12/7/2013,06  04
12/7/2013,05  25
12/6/2013,09  05
12/6/2013,17  25
12/6/2013,16  07
12/6/2013,05  31
12/5/2013,06  04
12/5/2013,32  35
12/5/2013,03  04
12/5/2013,07  25
12/4/2013,17  22
12/4/2013,32  24
12/4/2013,17  28
12/4/2013,03  12
12/3/2013,15  20
12/3/2013,01  31
12/3/2013,19  31
12/3/2013,16  17
12/2/2013,13  05
12/2/2013,33  14
12/2/2013,12  05
12/2/2013,34  15
12/1/2013,21  12
12/1/2013,09  01
12/1/2013,13  09
12/1/2013,15  08
11/30/2013,30  30
11/30/2013,19  36
11/30/2013,20  08
11/30/2013,08  26
11/29/2013,15  07
11/29/2013,16  06
11/29/2013,02  20
11/29/2013,17  16
11/28/2013,03  12
11/28/2013,23  05
11/28/2013,33  08
11/28/2013,02  30
11/27/2013,06  06
11/27/2013,16  24
11/27/2013,12  19
11/27/2013,23  16
11/26/2013,21  26
11/26/2013,13  25
11/26/2013,33  35
11/26/2013,01  04
11/25/2013,36  15
11/25/2013,09  35
11/25/2013,13  19
11/25/2013,15  08
11/24/2013,18  28
11/24/2013,28  02
11/24/2013,24  10
11/24/2013,08  22
11/23/2013,04  04
11/23/2013,17  25
11/23/2013,24  16
11/23/2013,32  22
11/22/2013,20  29
11/22/2013,18  21
11/22/2013,02  16
11/22/2013,18  07
11/21/2013,14  07
11/21/2013,28  13
11/21/2013,08  09
11/21/2013,30  31
11/20/2013,13  01
11/20/2013,04  09
11/20/2013,22  29
11/20/2013,23  03
11/19/2013,27  06
11/19/2013,11  24
11/19/2013,34  32
11/19/2013,29  33
11/18/2013,09  19
11/18/2013,14  02
11/18/2013,20  13
11/18/2013,28  25
11/17/2013,08  04
11/17/2013,11  11
11/17/2013,20  20
11/17/2013,03  01
11/16/2013,01  02
11/16/2013,04  14
11/16/2013,29  03
11/16/2013,23  10
